head	relation	tail
pet_156-4488	breed	Maltese
pet_156-4488	gender	gender_2
diagnosis_1412	age_group	superaged
diagnosis_1412	age	age_16
diagnosis_1412	weight	weight_179
diagnosis_1412	prescription	rx_23
rx_23	prescription_code	8806422007021
diagnosis_1412	disease	disease_185
diagnosis_1412	disease	disease_24
diagnosis_1412	memo	memo_2823
diagnosis_1412	symptom	cc11
diagnosis_1413	pet_number	pet_156-5715
pet_156-5715	species	Canine
pet_156-5715	breed	WHIPPET(휘핏)
pet_156-5715	gender	gender_3
diagnosis_1413	age_group	adult
diagnosis_1413	age	age_4
diagnosis_1413	weight	weight_157
diagnosis_1413	prescription	rx_30
rx_30	prescription_code	8806498019126
diagnosis_1413	disease	disease_186
diagnosis_1413	disease	disease_14
diagnosis_1413	memo	memo_2825
diagnosis_1413	symptom	cc518
diagnosis_1413	symptom	cc413
diagnosis_1414	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1414	age_group	superaged
diagnosis_1414	age	age_15
diagnosis_1414	weight	weight_175
diagnosis_1414	prescription	rx_30
rx_30	prescription_code	8806498019126
diagnosis_1414	disease	disease_102
diagnosis_1414	disease	disease_187
diagnosis_1414	disease	cc92
diagnosis_1414	memo	memo_2827
diagnosis_1414	symptom	cc517
diagnosis_1414	symptom	cc524
diagnosis_1415	pet_number	pet_156-4817
pet_156-4817	species	Canine
pet_156-4817	breed	Maltese
pet_156-4817	gender	gender_4
diagnosis_1415	age_group	superaged
diagnosis_1415	age	age_17
diagnosis_1415	weight	weight_55
diagnosis_1415	prescription	rx_30
rx_30	prescription_code	8806498019126
diagnosis_1415	disease	disease_185
diagnosis_1415	memo	memo_2829
diagnosis_1415	symptom	cc204
diagnosis_1415	symptom	disease_27
diagnosis_1415	symptom	cc505
diagnosis_1415	symptom	cc525
diagnosis_1415	symptom	cc39
diagnosis_1415	symptom	cc526
diagnosis_1415	symptom	cc527
diagnosis_1416	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1416	age_group	superaged
diagnosis_1416	age	age_15
diagnosis_1416	weight	weight_175
diagnosis_1416	prescription	rx_46
rx_46	prescription_code	8806498062528
diagnosis_1416	disease	disease_102
diagnosis_1416	disease	disease_187
diagnosis_1416	disease	cc92
diagnosis_1416	memo	memo_2831
diagnosis_1416	symptom	cc517
diagnosis_1416	symptom	cc524
diagnosis_1417	pet_number	pet_156-5677
pet_156-5677	species	Canine
pet_156-5677	breed	Cardigan Welsh Corgi
pet_156-5677	gender	gender_4
diagnosis_1417	age_group	old-age
diagnosis_1417	age	age_10
diagnosis_1417	weight	weight_87
diagnosis_1417	disease	disease_2
diagnosis_1417	memo	memo_2833
diagnosis_1418	pet_number	pet_156-5614
pet_156-5614	species	Canine
pet_156-5614	breed	Border Collie
pet_156-5614	gender	gender_2
diagnosis_1418	age_group	old-age
diagnosis_1418	age	age_9
diagnosis_1418	weight	weight_164
diagnosis_1418	disease	disease_2
diagnosis_1418	memo	memo_2835
diagnosis_1418	symptom	cc528
diagnosis_1419	pet_number	pet_156-4901
pet_156-4901	species	Canine
pet_156-4901	breed	German Shepherd Dog
pet_156-4901	gender	gender_1
diagnosis_1419	age_group	adult
diagnosis_1419	age	age_4
diagnosis_1419	weight	weight_148
diagnosis_1419	treatment	rx_356
rx_356	treatment_code	HA009
diagnosis_1419	disease	disease_2
diagnosis_1419	memo	memo_2837
diagnosis_1419	symptom	cc529
diagnosis_1420	pet_number	pet_156-4433
pet_156-4433	species	Canine
pet_156-4433	breed	German Shepherd Dog
pet_156-4433	gender	gender_1
diagnosis_1420	age_group	adult
diagnosis_1420	age	age_5
diagnosis_1420	weight	weight_147
diagnosis_1420	treatment	rx_356
rx_356	treatment_code	HA009
diagnosis_1420	disease	disease_2
diagnosis_1420	memo	memo_2839
diagnosis_1420	symptom	cc529
diagnosis_1421	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1421	age_group	superaged
diagnosis_1421	age	age_15
diagnosis_1421	weight	weight_175
diagnosis_1421	disease	disease_2
diagnosis_1421	memo	memo_2841
diagnosis_1422	pet_number	pet_156-5715
pet_156-5715	species	Canine
pet_156-5715	breed	WHIPPET(휘핏)
pet_156-5715	gender	gender_3
diagnosis_1422	age_group	adult
diagnosis_1422	age	age_4
diagnosis_1422	weight	weight_157
diagnosis_1422	treatment	rx_166
rx_166	treatment_code	TREATTX-0000-00171
diagnosis_1422	treatment	rx_20
rx_20	treatment_code	TREATTX-0000-00031
diagnosis_1422	treatment	rx_117
rx_117	treatment_code	JA006
diagnosis_1422	treatment	rx_126
rx_126	treatment_code	TREATTX-0000-00172
diagnosis_1422	treatment	rx_353
rx_353	treatment_code	DD005
diagnosis_1422	treatment	rx_357
rx_357	treatment_code	TREATTX-0000-00197
diagnosis_1422	treatment	rx_347
rx_347	treatment_code	TREATTX-0009-00003
diagnosis_1422	disease	disease_186
diagnosis_1422	disease	disease_14
diagnosis_1422	memo	memo_2843
diagnosis_1422	symptom	cc518
diagnosis_1422	symptom	cc413
diagnosis_1423	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1423	age_group	superaged
diagnosis_1423	age	age_15
diagnosis_1423	weight	weight_175
diagnosis_1423	treatment	rx_357
rx_357	treatment_code	TREATTX-0000-00197
diagnosis_1423	treatment	rx_166
rx_166	treatment_code	TREATTX-0000-00171
diagnosis_1423	treatment	rx_300
rx_300	treatment_code	TREATTX-0000-00332
diagnosis_1423	treatment	rx_306
rx_306	treatment_code	TREATTX-0004-00014
diagnosis_1423	treatment	rx_142
rx_142	treatment_code	JA007
diagnosis_1423	treatment	rx_6
rx_6	treatment_code	8
diagnosis_1423	disease	disease_102
diagnosis_1423	disease	disease_187
diagnosis_1423	memo	memo_2845
diagnosis_1423	symptom	cc517
diagnosis_1423	symptom	cc524
diagnosis_1424	pet_number	pet_156-5715
pet_156-5715	species	Canine
pet_156-5715	breed	WHIPPET(휘핏)
pet_156-5715	gender	gender_3
diagnosis_1424	age_group	adult
diagnosis_1424	age	age_4
diagnosis_1424	weight	weight_157
diagnosis_1424	treatment	rx_20
rx_20	treatment_code	TREATTX-0000-00031
diagnosis_1424	treatment	rx_117
rx_117	treatment_code	JA006
diagnosis_1424	treatment	rx_353
rx_353	treatment_code	DD005
diagnosis_1424	treatment	rx_357
rx_357	treatment_code	TREATTX-0000-00197
diagnosis_1424	treatment	rx_358
rx_358	treatment_code	TREATTX-0013-00016
diagnosis_1424	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_1424	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_1424	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_1424	treatment	rx_354
rx_354	treatment_code	TREATTX-0000-00013
diagnosis_1424	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1424	treatment	rx_166
rx_166	treatment_code	TREATTX-0000-00171
diagnosis_1424	treatment	rx_202
rx_202	treatment_code	JA005
diagnosis_1424	treatment	rx_355
rx_355	treatment_code	TREATTX-0000-00046
diagnosis_1424	treatment	rx_28
rx_28	treatment_code	TREATTX-0002-00015
diagnosis_1424	treatment	rx_359
rx_359	treatment_code	TREATTX-0002-00019
diagnosis_1424	treatment	rx_128
rx_128	treatment_code	TREATTX-0010-00011
diagnosis_1424	treatment	rx_161
rx_161	treatment_code	TREATTX-0000-00091
diagnosis_1424	treatment	rx_360
rx_360	treatment_code	TREATTX-0000-00484
diagnosis_1424	disease	disease_26
disease_26	main_category	소화기
diagnosis_1424	memo	memo_2847
diagnosis_1424	symptom	cc518
diagnosis_1424	symptom	cc413
diagnosis_1425	pet_number	pet_156-4817
pet_156-4817	species	Canine
pet_156-4817	breed	Maltese
pet_156-4817	gender	gender_4
diagnosis_1425	age_group	superaged
diagnosis_1425	age	age_17
diagnosis_1425	weight	weight_55
diagnosis_1425	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1425	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1425	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1425	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_1425	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1425	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_1425	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_1425	treatment	rx_74
rx_74	treatment_code	TXTEMP0019
diagnosis_1425	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_1425	treatment	rx_109
rx_109	treatment_code	TREATTX-0000-00433
diagnosis_1425	disease	disease_185
diagnosis_1425	memo	memo_2849
diagnosis_1425	symptom	cc204
diagnosis_1425	symptom	disease_27
diagnosis_1425	symptom	cc505
diagnosis_1425	symptom	cc525
diagnosis_1425	symptom	cc39
diagnosis_1425	symptom	cc526
diagnosis_1425	symptom	cc527
diagnosis_1426	pet_number	pet_156-4377
pet_156-4377	species	Canine
pet_156-4377	breed	Shih Tzu
pet_156-4377	gender	gender_4
diagnosis_1426	age_group	superaged
diagnosis_1426	age	age_15
diagnosis_1426	weight	weight_193
diagnosis_1426	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1426	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1426	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1426	treatment	rx_226
rx_226	treatment_code	DC005
diagnosis_1426	treatment	rx_336
rx_336	treatment_code	HA001
diagnosis_1426	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_1426	treatment	rx_6
rx_6	treatment_code	8
diagnosis_1426	treatment	rx_278
rx_278	treatment_code	TREATTX-0000-00471
diagnosis_1426	disease	disease_15
disease_15	main_category	소화기
diagnosis_1426	disease	disease_56
diagnosis_1426	memo	memo_2851
diagnosis_1426	symptom	cc409
diagnosis_1427	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1427	age_group	superaged
diagnosis_1427	age	age_15
diagnosis_1427	weight	weight_175
diagnosis_1427	treatment	rx_128
rx_128	treatment_code	TREATTX-0010-00011
diagnosis_1427	treatment	rx_117
rx_117	treatment_code	JA006
diagnosis_1427	treatment	rx_166
rx_166	treatment_code	TREATTX-0000-00171
diagnosis_1427	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1427	treatment	rx_295
rx_295	treatment_code	TREATTX-0000-00233
diagnosis_1427	treatment	rx_40
rx_40	treatment_code	TREATTX-0013-00001
diagnosis_1427	treatment	rx_6
rx_6	treatment_code	8
diagnosis_1427	treatment	rx_113
rx_113	treatment_code	TREATTX-0000-00406
diagnosis_1427	treatment	rx_28
rx_28	treatment_code	TREATTX-0002-00015
diagnosis_1427	disease	disease_2
diagnosis_1427	memo	memo_2853
diagnosis_1427	symptom	cc294
diagnosis_1427	symptom	cc530
diagnosis_1427	symptom	cc524
diagnosis_1428	pet_number	pet_156-2624
pet_156-2624	species	Canine
pet_156-2624	breed	Maltese
pet_156-2624	gender	gender_4
diagnosis_1428	age_group	superaged
diagnosis_1428	age	age_16
diagnosis_1428	weight	weight_19
diagnosis_1428	disease	disease_2
diagnosis_1428	memo	memo_2855
diagnosis_1428	symptom	cc250
diagnosis_1429	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_1429	age_group	superaged
diagnosis_1429	age	age_15
diagnosis_1429	weight	weight_175
diagnosis_1429	disease	disease_2
diagnosis_1429	memo	memo_2857
diagnosis_1429	symptom	cc294
diagnosis_1430	pet_number	pet_156-5720
pet_156-5720	species	Canine
pet_156-5720	breed	Pomeranian
pet_156-5720	gender	gender_4
diagnosis_1430	age_group	old-age
diagnosis_1430	age	age_8
diagnosis_1430	weight	weight_105
diagnosis_1430	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_1430	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1430	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1430	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_1430	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1430	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
diagnosis_1430	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_1430	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_1430	disease	disease_80
disease_80	main_category	호흡기
diagnosis_1430	memo	memo_2859
diagnosis_1431	pet_number	pet_156-5718
pet_156-5718	species	Canine
pet_156-5718	breed	Pomeranian
pet_156-5718	gender	gender_3
diagnosis_1431	age_group	superaged
diagnosis_1431	age	age_14
diagnosis_1431	weight	weight_9
diagnosis_1431	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_1431	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1431	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1431	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_1431	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1431	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_1431	treatment	rx_99
rx_99	treatment_code	EK013
diagnosis_1431	treatment	rx_97
rx_97	treatment_code	EB007
diagnosis_1431	treatment	rx_98
rx_98	treatment_code	EB004
diagnosis_1431	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_1431	treatment	rx_22
rx_22	treatment_code	TREATTX-0000-00349
diagnosis_1431	disease	disease_144
disease_144	main_category	내분비
diagnosis_1431	disease	disease_126
diagnosis_1431	memo	memo_2861
diagnosis_1432	pet_number	pet_156-5720
pet_156-5720	species	Canine
pet_156-5720	breed	Pomeranian
pet_156-5720	gender	gender_4
diagnosis_1432	age_group	old-age
diagnosis_1432	age	age_8
diagnosis_1432	disease	disease_2
diagnosis_1432	memo	memo_2863
diagnosis_1432	symptom	cc531
diagnosis_1433	pet_number	pet_156-3146
pet_156-3146	species	Canine
pet_156-3146	breed	Yorkshire Terrier
pet_156-3146	gender	gender_3
diagnosis_1433	age_group	superaged
diagnosis_1433	age	age_16
diagnosis_1433	weight	weight_55
diagnosis_1433	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1433	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1433	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1433	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1433	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_1433	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_1433	treatment	rx_55
rx_55	treatment_code	TREATTX-0000-00335
diagnosis_1433	disease	disease_182
diagnosis_1433	memo	memo_2865
diagnosis_1433	symptom	disease_176
diagnosis_1434	pet_number	pet_156-5094
pet_156-5094	species	Canine
pet_156-5094	breed	Maltese
pet_156-5094	gender	gender_3
diagnosis_1434	age_group	old-age
diagnosis_1434	age	age_10
diagnosis_1434	weight	weight_52
diagnosis_1434	disease	disease_2
diagnosis_1434	memo	memo_2867
diagnosis_1434	symptom	cc532
diagnosis_1435	pet_number	pet_156-4658
pet_156-4658	species	Canine
pet_156-4658	breed	Yorkshire Terrier
pet_156-4658	gender	gender_4
diagnosis_1435	age_group	old-age
diagnosis_1435	age	age_12
diagnosis_1435	weight	weight_55
diagnosis_1435	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_1435	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1435	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1435	disease	disease_37
disease_37	main_category	내분비
diagnosis_1435	memo	memo_2869
diagnosis_1435	symptom	cc507
diagnosis_1436	pet_number	pet_156-5722
pet_156-5722	species	Canine
pet_156-5722	breed	Dobermann Pinscher
pet_156-5722	gender	gender_1
diagnosis_1436	age_group	adult
diagnosis_1436	age	age_3
diagnosis_1436	weight	weight_130
diagnosis_1436	prescription	rx_29
rx_29	prescription_code	8806578015017
diagnosis_1436	disease	disease_102
diagnosis_1436	memo	memo_2871
diagnosis_1437	pet_number	pet_156-5536
pet_156-5536	species	Canine
pet_156-5536	breed	Maltese
pet_156-5536	gender	gender_4
diagnosis_1437	age_group	superaged
diagnosis_1437	age	age_13
diagnosis_1437	weight	weight_194
diagnosis_1437	prescription	rx_29
rx_29	prescription_code	8806578015017
diagnosis_1437	disease	disease_102
diagnosis_1437	disease	disease_184
diagnosis_1437	memo	memo_2873
diagnosis_1437	symptom	cc165
diagnosis_1438	pet_number	pet_156-5722
pet_156-5722	species	Canine
pet_156-5722	breed	Dobermann Pinscher
pet_156-5722	gender	gender_1
diagnosis_1438	age_group	adult
diagnosis_1438	age	age_3
diagnosis_1438	weight	weight_114
diagnosis_1438	prescription	rx_22
rx_22	prescription_code	8800553000111
diagnosis_1438	disease	disease_188
diagnosis_1438	disease	disease_189
diagnosis_1438	memo	memo_2875
diagnosis_1438	symptom	cc370
diagnosis_1439	pet_number	pet_156-5692
pet_156-5692	species	Feline
pet_156-5692	breed	Korean Shot Hair
pet_156-5692	gender	gender_4
diagnosis_1439	age_group	adult
diagnosis_1439	age	age_2
diagnosis_1439	weight	weight_61
diagnosis_1439	prescription	rx_22
rx_22	prescription_code	8800553000111
diagnosis_1439	disease	disease_135
diagnosis_1439	memo	memo_2877
diagnosis_1439	symptom	cc68
diagnosis_1440	pet_number	pet_156-5698
pet_156-5698	species	Feline
pet_156-5698	breed	Bengal
pet_156-5698	gender	gender_3
diagnosis_1440	age_group	adult
diagnosis_1440	age	age_4
diagnosis_1440	weight	weight_195
diagnosis_1440	prescription	rx_22
rx_22	prescription_code	8800553000111
diagnosis_1440	disease	disease_190
diagnosis_1440	memo	memo_2879
diagnosis_1441	pet_number	pet_156-5722
pet_156-5722	species	Canine
pet_156-5722	breed	Dobermann Pinscher
pet_156-5722	gender	gender_1
diagnosis_1441	age_group	adult
diagnosis_1441	age	age_3
diagnosis_1441	weight	weight_114
diagnosis_1441	prescription	rx_24
rx_24	prescription_code	8806453048321
diagnosis_1441	prescription	rx_26
rx_26	prescription_code	8806578053828
diagnosis_1441	prescription	rx_42
rx_42	prescription_code	8806421050721
diagnosis_1441	disease	disease_188
diagnosis_1441	disease	disease_189
diagnosis_1441	memo	memo_2881
diagnosis_1441	symptom	cc370
diagnosis_1442	pet_number	pet_156-5698
pet_156-5698	species	Feline
pet_156-5698	breed	Bengal
pet_156-5698	gender	gender_3
diagnosis_1442	age_group	adult
diagnosis_1442	age	age_4
diagnosis_1442	weight	weight_195
diagnosis_1442	prescription	rx_42
rx_42	prescription_code	8806421050721
diagnosis_1442	prescription	rx_30
rx_30	prescription_code	8806498019126
diagnosis_1442	disease	disease_191
diagnosis_1442	disease	disease_192
diagnosis_1442	disease	disease_193
diagnosis_1442	disease	disease_194
diagnosis_1442	memo	memo_2883
diagnosis_1443	pet_number	pet_156-5488
pet_156-5488	species	Feline
pet_156-5488	breed	Mixed
pet_156-5488	gender	gender_3
diagnosis_1443	age_group	old-age
diagnosis_1443	age	age_8
diagnosis_1443	weight	weight_19
diagnosis_1443	prescription	rx_30
rx_30	prescription_code	8806498019126
diagnosis_1443	disease	disease_195
diagnosis_1443	memo	memo_2885
diagnosis_1443	symptom	disease_44
diagnosis_1444	pet_number	pet_156-5692
pet_156-5692	species	Feline
pet_156-5692	breed	Korean Shot Hair
pet_156-5692	gender	gender_4
diagnosis_1444	age_group	adult
diagnosis_1444	age	age_2
diagnosis_1444	weight	weight_61
diagnosis_1444	prescription	rx_35
rx_35	prescription_code	8806498062429
diagnosis_1444	disease	disease_135
diagnosis_1444	memo	memo_2887
diagnosis_1444	symptom	cc68
diagnosis_1445	pet_number	pet_156-5579
pet_156-5579	species	Canine
pet_156-5579	breed	Poodle
pet_156-5579	gender	gender_3
diagnosis_1445	age_group	old-age
diagnosis_1445	age	age_9
diagnosis_1445	weight	weight_116
diagnosis_1445	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_1445	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1445	treatment	rx_200
rx_200	treatment_code	TREATTX-0005-00025
diagnosis_1445	treatment	rx_235
rx_235	treatment_code	TREATTX-0000-00459
diagnosis_1445	treatment	rx_207
rx_207	treatment_code	TREATTX-0028-00007
diagnosis_1445	treatment	rx_152
rx_152	treatment_code	TREATTX-0003-00001
diagnosis_1445	treatment	rx_361
rx_361	treatment_code	TREATTX-0000-00490
diagnosis_1445	disease	disease_2
diagnosis_1445	memo	memo_2889
diagnosis_1445	symptom	cc302
diagnosis_1446	pet_number	pet_156-5722
pet_156-5722	species	Canine
pet_156-5722	breed	Dobermann Pinscher
pet_156-5722	gender	gender_1
diagnosis_1446	age_group	adult
diagnosis_1446	age	age_3
diagnosis_1446	weight	weight_130
diagnosis_1446	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_1446	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_1446	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_1446	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_1446	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_1446	treatment	rx_16
rx_16	treatment_code	TREATTX-0000-00232
